task,model,arm,row,group,raw,GROUNDING,BIOLOGY,COHERENCE,SPECIFICITY,NO_FABRICATION,CLINICAL_USE,MEAN
T1_atn,qwen7b,genuine,117,309335492,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,92,309335491,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.8333333333333335
T1_atn,qwen7b,genuine,263,309335487,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,55,309335456,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,3.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,genuine,135,326765662,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,286,467056408,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.8333333333333335
T1_atn,qwen7b,genuine,375,309335458,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,224,309335481,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,203,326765650,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,46,326765681,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,shuffled,311,326765678,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,195,309335445,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
