task,model,arm,row,group,raw,GROUNDING,BIOLOGY,COHERENCE,SPECIFICITY,NO_FABRICATION,CLINICAL_USE,MEAN
T1_atn,qwen7b,genuine,117,309335492,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,92,309335491,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,genuine,263,309335487,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,55,309335456,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,3.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,genuine,135,326765662,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,286,467056408,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,genuine,375,309335458,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,224,309335481,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,203,326765650,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,46,326765681,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,shuffled,311,326765678,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,195,309335445,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T2_brainage,qwen7b,genuine,86,OAS1_0289,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,shuffled,87,OAS1_0292,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,192,OAS2_0057,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,genuine,54,OAS1_0197,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,3.0,3.0,2.0,4.0,3.0,3.0
T2_brainage,qwen7b,genuine,319,OAS2_0183,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T2_brainage,qwen7b,genuine,180,OAS2_0049,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,genuine,145,OAS2_0012,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,shuffled,253,OAS2_0109,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,222,OAS2_0077,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,279,OAS2_0141,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,3.0,2.0,4.0,2.0,2.6666666666666665
T2_brainage,qwen7b,shuffled,16,OAS1_0064,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,145,OAS2_0012,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,178,OAS2_0049,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,172,OAS2_0042,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,118,OAS1_0381,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,149,OAS2_0017,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,3.0,4.0,3.0,3.333333333333333
T2_brainage,qwen7b,shuffled,146,OAS2_0013,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,62,OAS1_0208,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T2_brainage,qwen7b,shuffled,148,OAS2_0013,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,80,OAS1_0270,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,45,OAS1_0169,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,3.0,4.0,3.0,3.333333333333333
T2_brainage,qwen7b,genuine,35,OAS1_0114,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,4.0,3.0,2.0,4.0,2.0,3.0
T2_brainage,qwen7b,shuffled,20,OAS1_0070,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,272,OAS2_0129,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,266,OAS2_0126,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,47,OAS1_0176,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,shuffled,27,OAS1_0085,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,261,OAS2_0119,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,3.0,3.0,4.0,3.0,3.5
T2_brainage,qwen7b,genuine,103,OAS1_0343,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,shuffled,309,OAS2_0174,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,2.0,1.0,4.0,2.0,2.333333333333333
T2_brainage,qwen7b,genuine,0,OAS1_0001,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T2_brainage,qwen7b,genuine,273,OAS2_0129,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,3.0,3.0,2.0,4.0,3.0,3.0
T2_brainage,qwen7b,shuffled,10,OAS1_0032,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,303,OAS2_0169,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,3.0,2.0,4.0,2.0,2.6666666666666665
T2_brainage,qwen7b,genuine,191,OAS2_0056,SCORES: GROUNDING=3 BIOLOGY=2 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,2.0,3.0,2.0,4.0,2.0,2.6666666666666665
T2_brainage,qwen7b,shuffled,0,OAS1_0001,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,3.0,2.0,3.0,2.0,2.5
T2_brainage,qwen7b,shuffled,74,OAS1_0255,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,148,OAS2_0013,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,3.0,3.0,2.0,4.0,3.0,3.0
T2_brainage,qwen7b,genuine,287,OAS2_0147,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,3.0,2.0,4.0,2.0,2.6666666666666665
T2_brainage,qwen7b,shuffled,117,OAS1_0378,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,2.0,1.0,4.0,2.0,2.333333333333333
T2_brainage,qwen7b,genuine,38,OAS1_0133,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,genuine,144,OAS2_0012,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,3.0,3.0,2.0,4.0,3.0,3.0
T2_brainage,qwen7b,genuine,117,OAS1_0378,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,217,OAS2_0073,SCORES: GROUNDING=3 BIOLOGY=2 COHERENCE=2 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=2,3.0,2.0,2.0,2.0,3.0,2.0,2.333333333333333
T2_brainage,qwen7b,shuffled,247,OAS2_0100,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,46,OAS1_0170,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T2_brainage,qwen7b,genuine,260,OAS2_0119,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T2_brainage,qwen7b,genuine,69,OAS1_0234,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,102,OAS1_0342,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,shuffled,104,OAS1_0345,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,250,OAS2_0101,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,80,OAS1_0270,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,75,OAS1_0256,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,shuffled,41,OAS1_0139,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,shuffled,82,OAS1_0274,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,263,OAS2_0121,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,265,OAS2_0122,SCORES: GROUNDING=3 BIOLOGY=2 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,2.0,3.0,2.0,4.0,2.0,2.6666666666666665
T2_brainage,qwen7b,shuffled,206,OAS2_0068,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,266,OAS2_0126,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,39,OAS1_0135,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T2_brainage,qwen7b,shuffled,197,OAS2_0061,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,46,OAS1_0170,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,213,OAS2_0070,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,134,OAS1_0457,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,4.0,3.0,2.0,4.0,2.0,3.0
T2_brainage,qwen7b,genuine,37,OAS1_0130,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,296,OAS2_0156,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=2 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,2.0,2.0,4.0,2.0,2.6666666666666665
T2_brainage,qwen7b,shuffled,281,OAS2_0142,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,216,OAS2_0073,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,3.0,4.0,3.0,3.333333333333333
T2_brainage,qwen7b,shuffled,221,OAS2_0076,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,shuffled,288,OAS2_0147,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,288,OAS2_0147,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,3.0,2.0,4.0,2.0,2.6666666666666665
T2_brainage,qwen7b,genuine,20,OAS1_0070,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,shuffled,30,OAS1_0106,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,3.0,3.0,2.0,4.0,3.0,3.0
T2_brainage,qwen7b,genuine,16,OAS1_0064,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,104,OAS1_0345,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T2_brainage,qwen7b,shuffled,180,OAS2_0049,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,100,OAS1_0338,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T2_brainage,qwen7b,genuine,276,OAS2_0138,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,209,OAS2_0070,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,shuffled,150,OAS2_0017,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,247,OAS2_0100,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,281,OAS2_0142,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T2_brainage,qwen7b,shuffled,56,OAS1_0200,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,shuffled,287,OAS2_0147,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,3.0,2.0,3.0,2.0,2.5
T2_brainage,qwen7b,shuffled,66,OAS1_0221,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,2.0,3.0,2.0,2.333333333333333
T2_brainage,qwen7b,shuffled,184,OAS2_0052,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,genuine,209,OAS2_0070,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=2 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,2.0,2.0,4.0,2.0,2.6666666666666665
T2_brainage,qwen7b,shuffled,47,OAS1_0176,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,3.0,1.0,3.0,2.0,2.333333333333333
T2_brainage,qwen7b,shuffled,216,OAS2_0073,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T2_brainage,qwen7b,genuine,125,OAS1_0428,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,genuine,223,OAS2_0077,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,genuine,71,OAS1_0241,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T2_brainage,qwen7b,genuine,272,OAS2_0129,SCORES: GROUNDING=3 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,3.0,3.0,2.0,4.0,2.0,2.833333333333333
T2_brainage,qwen7b,genuine,17,OAS1_0065,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T2_brainage,qwen7b,shuffled,293,OAS2_0152,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T2_brainage,qwen7b,genuine,211,OAS2_0070,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,3.0,4.0,3.0,2.0,4.0,2.0,3.0
T2_brainage,qwen7b,shuffled,142,OAS2_0008,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
